step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.2139606475830078,3.781947135925293,0.7651991248130798,4.268810749053955,0.0003,58,167,70,82,41.5,0,6,58286.957,10,69.5431,0,61.10750589017731,847,4.9569383,1021.8876
1,0.25250452756881714,5.475978851318359,0.7301284670829773,4.765326499938965,0.0003,58,167,70,82,41.5,0,7,57872.316,14,82.80518,0,61.107199488953654,889,4.9569383,1021.8876
2,0.25403866171836853,3.985046863555908,0.5945549607276917,2.6143977642059326,0.0003,58,167,70,83.916664,42.458332,0,7,57055.336,0,80.35949,0,61.10747241777472,850,4.977183,2846.0886
3,0.16293896734714508,3.60394024848938,0.6017297506332397,2.114074468612671,0.0003,58,167,69,78.75,39.875,0,12,56463.438,8,77.32307,0,61.10757283498247,851,4.982218,2541.166
4,0.266239196062088,4.518120288848877,0.6829506754875183,2.3192737102508545,0.0003,53,167,67,77.318184,39.159092,0,16,56291.7,23,77.578316,0,61.10767325219022,903,4.9766297,2298.1533
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.2973673343658447,4.273667335510254,0.6910025477409363,4.803283214569092,0.0003,52,179,92,89.5,45.25,0,7,60232.715,23,71.404625,0,61.512367473424526,874,4.960949,1856.3071
1,0.2133549004793167,4.792022228240967,0.6997638940811157,3.9344427585601807,0.0003,52,179,92,89.5,45.25,0,8,60119.227,15,84.041306,0,61.611589973882516,993,4.960949,1856.3071
2,0.23399406671524048,5.019530296325684,0.6772695183753967,3.4551784992218018,0.0003,52,179,70,87.333336,44.166668,0,8,59636.69,18,82.19385,0,61.6196928701079,925,4.962763,2510.417
3,0.28031647205352783,4.904476642608643,0.6876516938209534,2.8833117485046387,0.0003,52,287,93,112.85714,56.92857,1,9,60509.19,28,81.72789,0,61.62347525159982,1068,4.971181,3097.2102
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.2958833575248718,4.377218723297119,0.7696982622146606,4.946465492248535,0.0003,57,193,68,95.22222,48.11111,0,6,57896.76,8,67.87479,0,61.61236498874233,715,4.99909,814.16864
1,0.2341175228357315,4.438549041748047,0.6602811217308044,3.6006133556365967,0.0003,57,193,68,95.22222,48.11111,0,9,58040.996,10,83.98486,0,61.61236756354253,713,4.99909,814.16864
2,0.21250072121620178,4.540102958679199,0.6029469966888428,3.089862823486328,0.0003,57,193,68,95.22222,48.11111,0,9,58229.297,7,84.84949,0,61.61237013834273,707,4.99909,814.16864
3,0.24517075717449188,5.037437438964844,0.670360803604126,3.042689085006714,0.0003,57,193,68,89.90909,45.454544,0,9,58139.48,10,80.977005,0,61.612439657948094,704,4.9862685,3033.3389
4,0.24816042184829712,3.98565411567688,0.6283703446388245,2.166419744491577,0.0003,57,193,68,87.916664,44.458332,0,11,58340.133,12,81.69949,0,61.612442232748286,683,4.981731,3874.4026
