step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.3497299253940582,4.9181413650512695,0.803146481513977,4.761402606964111,0.0003,71,181,102,108.5,54.75,1,6,9991.266,9,34.55273,0,88.73230034065894,669,4.8371997,66.25875
1,0.26781731843948364,4.062972545623779,0.7395418286323547,3.6100845336914063,0.0003,71,181,102,108.5,54.75,1,8,10199.254,8,60.53688,0,88.73230291545914,669,4.8371997,66.25875
2,0.25991931557655334,4.793259143829346,0.7170107960700989,4.072025775909424,0.0003,71,181,102,108.5,54.75,1,8,10154.781,5,60.72427,0,88.73230549025934,669,4.8371997,66.25875
3,0.2211872935295105,4.7600884437561035,0.7123746275901794,3.90338134765625,0.0003,71,181,102,108.5,54.75,1,8,10126.8125,2,60.134525,0,88.73230549025934,669,4.8371997,66.25875
4,0.2928674519062042,4.281010627746582,0.6970692873001099,3.329667806625366,0.0003,71,181,102,108.5,54.75,1,8,10085.746,10,61.499935,0,88.73231836426034,730,4.8371997,66.25875
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.29105323553085327,4.495867729187012,0.7488278746604919,4.616499900817871,0.0003,59,124,88,88,44.5,0,7,28548.36,0,38.360233,0,61.102145156163566,890,4.8340325,61.556206
1,0.3453384041786194,5.231700420379639,0.7941587567329407,4.864021301269531,0.0003,59,124,88,88,44.5,0,7,29100.168,0,61.162037,0,61.10215288056416,890,4.8340325,61.556206
2,0.314220130443573,4.454237461090088,0.7556577324867249,3.817014217376709,0.0003,59,186,110,105.22222,53.11111,1,7,29071.164,0,57.737583,0,61.10215545536436,890,4.82843,78.721275
3,0.22728785872459412,3.6004323959350586,0.6473649740219116,2.9829769134521484,0.0003,59,186,112,109.1,55.05,1,9,28866.316,0,58.257477,0,61.10215545536436,890,4.8337226,88.79141
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.3537065088748932,5.345855236053467,0.7902703285217285,5.062609672546387,0.0003,69,134,104,97.833336,49.416668,0,6,28696.848,6,38.179108,0,61.10230994337628,887,4.836555,62.253643
1,0.35682204365730286,5.622250080108643,0.7949501872062683,5.209864139556885,0.0003,69,193,104,111.42857,56.214287,1,6,28783.332,18,62.60786,0,61.10231766777687,892,4.8354144,74.12791
2,0.31609266996383667,4.87819766998291,0.7400774359703064,4.099515438079834,0.0003,69,193,104,111.42857,56.214287,1,7,28890.684,10,61.7342,0,61.10234599057907,869,4.8354144,74.12791
3,0.21775710582733154,4.881945610046387,0.7669384479522705,4.0667853355407715,0.0003,69,193,104,111.42857,56.214287,1,7,28813.059,0,61.674206,0,61.10234856537926,867,4.8354144,74.12791
4,0.27325689792633057,3.7880516052246094,0.6808722615242004,2.919452428817749,0.0003,69,193,104,111.42857,56.214287,1,7,28782.23,7,61.669643,0,61.10234856537926,867,4.8354144,74.12791
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.3767135739326477,5.789575576782227,0.8054226636886597,5.783217906951904,0.0003,54,179,111,116.28571,58.642857,1,5,33327.844,0,37.720844,0,61.1109406736424,1033,4.8336115,63.048016
1,0.31772375106811523,4.377981662750244,0.7726600170135498,3.89604115486145,0.0003,54,179,111,116.28571,58.642857,1,7,33506.094,0,61.94604,0,61.110876303637426,1039,4.8336115,63.048016
2,0.3292657434940338,5.152829647064209,0.7688148617744446,4.4524102210998535,0.0003,54,179,111,114.125,57.5625,1,7,33522.44,0,61.60846,0,61.110876303637426,1020,4.85441,88.984276
3,0.3456214666366577,5.734238624572754,0.7730874419212341,4.8962602615356445,0.0003,54,179,111,114.125,57.5625,1,8,33462.227,34,64.08466,0,61.11089947683922,1055,4.85441,88.984276
4,0.28593653440475464,5.782234191894531,0.8090043067932129,4.591436862945557,0.0003,54,232,111,127.22222,64.111115,1,8,33429.105,20,65.810005,0,61.110914925640415,1058,4.8455477,112.603065
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.27250945568084717,5.724573135375977,0.8119974136352539,5.548345565795898,0.0003,57,251,96,126.75,63.875,1,6,38861.387,35,43.821865,0,61.11732102853483,1568,4.8604655,79.39613
1,0.28683796525001526,3.3175323009490967,0.689023494720459,2.9078800678253174,0.0003,57,251,88,121.44444,61.22222,1,8,38866.188,39,65.38748,0,61.11732617813524,1568,4.861785,91.16849
2,0.3587113916873932,5.772919654846191,0.7839347124099731,5.1313652992248535,0.0003,57,251,88,116.36364,58.68182,1,9,38871.055,17,64.95454,0,61.11732617813524,1584,4.850463,121.1989
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.24579334259033203,3.7867202758789063,0.76557856798172,3.5629308223724365,0.0003,47,200,71,100.666664,50.833332,1,6,40131.395,34,41.949635,0,61.11863417663619,1035,4.841873,73.10429
1,0.25909096002578735,5.74772834777832,0.7834179401397705,5.223413467407227,0.0003,47,200,71,102.28571,51.642857,1,6,40287.152,33,62.01036,0,61.11864705063718,1032,4.845595,83.436455
2,0.222288578748703,3.966254472732544,0.6521567106246948,3.316209316253662,0.0003,47,200,112,106.375,53.6875,1,7,40139.73,40,63.926334,0,61.11865734983798,1032,4.8458276,95.748146
3,0.26145341992378235,5.521274566650391,0.7551655173301697,4.57513427734375,0.0003,47,200,112,109.3,55.15,1,8,40036.293,36,64.146515,0,61.11867022383897,1032,4.845008,119.25171
4,0.2515159249305725,5.742684364318848,0.7978164553642273,4.555795669555664,0.0003,47,200,111,105.25,53.125,1,10,39967.313,38,65.338806,0,61.11867279863916,1032,4.828296,138.52629
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.3730303645133972,5.738368034362793,0.8058794736862183,5.571690559387207,0.0003,61,137,97,94,47.5,0,6,40482.4,37,41.288433,0,61.1186238774354,1028,4.83526,70.240135
1,0.27436283230781555,4.5978522300720215,0.7858803868293762,4.186896800994873,0.0003,61,137,104,98.625,49.8125,1,7,40612.58,37,61.176785,0,61.118613578234594,1006,4.8053718,77.291626
2,0.3550335168838501,5.665375232696533,0.7982190847396851,4.848444938659668,0.0003,54,137,97,92,46.5,0,8,40677.39,16,63.908016,0,61.11864190103679,1005,4.8071547,103.78224
3,0.34609097242355347,5.484265327453613,0.7966192960739136,4.4889092445373535,0.0003,54,137,97,92.818184,46.909092,0,10,40539.28,38,65.00571,0,61.11864190103679,1011,4.8046856,113.91273
4,0.34714680910110474,5.683332443237305,0.8044357299804688,4.4613237380981445,0.0003,54,170,97,97,49,0,11,40513.086,21,65.134834,0,61.11865992463817,1011,4.819306,131.85567
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.2541976571083069,4.707825660705566,0.8035799860954285,4.661851406097412,0.0003,50,187,65,97.75,49.375,1,7,45168.93,36,39.81704,0,61.12371425742826,1023,4.8828754,70.40776
1,0.32577452063560486,4.582006454467773,0.7600003480911255,4.065899848937988,0.0003,50,187,65,102.3,51.65,1,8,45336.934,19,63.885605,0,61.12371425742826,1021,4.876851,91.25393
2,0.24922585487365723,4.9209089279174805,0.745978057384491,4.2227277755737305,0.0003,50,187,65,102.3,51.65,1,10,45241.754,31,67.19078,0,61.123729706229454,1021,4.876851,91.25393
3,0.2600092589855194,4.492128372192383,0.6801362633705139,3.6925456523895264,0.0003,43,187,65,103.07692,52.03846,1,10,45150.836,23,67.89025,0,61.12373485582986,1030,4.8678775,134.17305
4,0.28438156843185425,5.461233139038086,0.7656241655349731,4.454728126525879,0.0003,43,187,73,100.92857,50.964287,1,13,45146.63,24,67.65796,0,61.12376060383185,1027,4.8666763,144.80655
step,total_loss,policy_loss,value_loss,value_prefix_loss,lr,game_score_min,game_score_max,game_score_med,game_score_mean,winrate_mean,game_lines_cleared,game_count,ram_usage_mb,gpu_usage_pct,cpu_usage_pct,io_usage,disk_usage_pct,vram_usage_mb,mcts_depth_mean,mcts_search_time_mean
0,0.2498953640460968,4.816950798034668,0.7938773036003113,4.69450044631958,0.0003,56,193,105,112.833336,56.916668,1,5,19635.371,0,41.11995,0,61.105165396796664,869,4.874021,76.8027
1,0.28877565264701843,3.747697114944458,0.7065876126289368,3.2924869060516357,0.0003,56,193,105,112.833336,56.916668,1,6,19801.117,6,60.24915,0,61.10516797159686,846,4.874021,76.8027
2,0.2727959156036377,5.770532131195068,0.7849385142326355,4.867968559265137,0.0003,56,193,105,112.833336,56.916668,1,6,19865.535,19,62.351685,0,61.10517569599746,842,4.874021,76.8027
3,0.2694576382637024,5.581531047821045,0.7657563090324402,4.614881992340088,0.0003,56,193,105,112.833336,56.916668,1,6,20041.324,15,63.961178,0,61.10517827079766,841,4.874021,76.8027
4,0.26919829845428467,5.169577598571777,0.7137166261672974,4.190350532531738,0.0003,56,193,71,105.57143,53.285713,1,6,20403.79,8,64.844246,0,61.105180845597864,841,4.8696966,139.85257
